"","country","species","latitude","longitude","year_start","year_end"
"24368","Indonesia","Culex ceramensis",-3.25,128.25,1973,1973
"24377","Australia","Culex edwardsi",-27.75,153.25,1968,1968
"24378","Australia","Culex edwardsi",-27.25,152.75,1955,1955
"24380","Australia","Culex edwardsi",-27.25,153.25,1968,1968
"24381","Australia","Culex edwardsi",-26.75,152.75,1980,1980
"24382","Australia","Culex edwardsi",-27.25,152.75,1972,1972
"24393","Thailand","Culex foliatus",19.25,98.75,1974,1974
"24395","Thailand","Culex foliatus",8.25,98.25,1980,1980
"24402","Thailand","Culex foliatus",17.25,104.25,1988,1988
"24405","Thailand","Culex foliatus",5.75,101.25,1989,1989
"24411","Papua New Guinea","Culex fragilis",-6.75,147.25,1945,1945
"24412","Papua New Guinea","Culex fragilis",-6.75,147.75,1944,1944
"24424","Thailand","Culex fraudatrix Group",18.25,99.25,1974,1974
"24431","Indonesia","Culex fuscocephala",-7.25,108.25,1940,1940
"24432","Malaysia","Culex fuscocephala",4.75,102.25,1948,1948
"24434","Thailand","Culex fuscocephala",13.75,101.75,1966,1966
"24438","Thailand","Culex fuscocephala",13.75,100.75,1966,1966
"24447","Thailand","Culex fuscocephala",13.25,100.75,1968,1968
"24448","Thailand","Culex fuscocephala",18.75,99.25,1969,1969
"24478","Thailand","Culex fuscocephala",14.25,99.75,1973,1973
"24483","Thailand","Culex fuscocephala",19.25,99.75,1974,1974
"24487","Thailand","Culex fuscocephala",18.75,99.75,1975,1975
"24502","Thailand","Culex fuscocephala",13.25,102.25,1985,1985
"24510","Thailand","Culex fuscocephala",17.75,102.75,1989,1989
"24514","Thailand","Culex fuscocephala",18.75,100.25,1989,1989
"24519","Malaysia","Culex ganapathi",3.25,101.75,1965,1965
"24521","Papua New Guinea","Culex gelidus",-6.75,147.75,1943,1943
"24530","Thailand","Culex gelidus",6.75,101.75,1989,1989
"24533","China","Culex harpagophallus",22.75,101.25,1964,1964
"24535","Thailand","Culex harrisoni",19.25,98.75,1969,1969
"24537","India","Culex hutchinsoni",25.75,91.75,1924,1924
"24539","Malaysia","Culex imposter",4.75,116.25,1977,1977
"24551","Thailand","Culex infantulus",18.75,99.75,1970,1970
"24553","Thailand","Culex infantulus",19.25,98.25,1981,1981
"24554","Thailand","Culex infantulus",8.75,98.75,1982,1982
"24558","Thailand","Culex lampangensis",19.25,99.75,1973,1973
"24560","French Polynesia","Culex litoralis",-9.75,-138.75,1952,1952
"24581","Thailand","Culex malayi",14.25,101.75,1972,1972
"24590","Thailand","Culex malayi",16.25,99.25,1982,1982
"24595","Indonesia","Culex marksae",-2.75,140.75,1957,1957
"24598","Israel","Culex mimeticus",30.75,34.75,1983,1983
"24599","Israel","Culex mimeticus",30.75,34.75,1984,1984
"24600","Israel","Culex mimeticus",33.25,35.75,1984,1984
"24607","Lebanon","Culex mimeticus",34.25,36.25,1999,1999
"24609","Iran, Islamic Republic of","Culex mimeticus",36.25,45.75,2012,2012
"24610","Iran, Islamic Republic of","Culex mimeticus",37.75,44.75,2012,2012
"24616","Iran, Islamic Republic of","Culex mimeticus",37.75,45.25,2012,2012
"24617","Iran, Islamic Republic of","Culex mimeticus",39.25,44.25,2012,2012
"24619","Iran, Islamic Republic of","Culex mimeticus",39.25,44.75,2012,2012
"24623","Iran, Islamic Republic of","Culex mimeticus",39.75,44.75,2012,2012
"24625","Iran, Islamic Republic of","Culex mimeticus",39.25,45.25,2012,2012
"24627","Iran, Islamic Republic of","Culex mimeticus",36.75,45.25,2012,2012
"24628","Iran, Islamic Republic of","Culex mimeticus",36.75,45.75,2012,2012
"24631","Iran, Islamic Republic of","Culex mimeticus",36.25,45.25,2012,2012
"24632","Turkey","Culex mimeticus",36.25,35.75,2008,2008
"24633","Turkey","Culex mimeticus",37.25,34.75,2008,2008
"24637","Thailand","Culex mimeticus",16.25,98.75,1986,1986
"24641","Thailand","Culex mimeticus",8.75,98.75,1987,1987
"24650","Australia","Culex mimulus",-14.25,141.75,1953,1953
"24656","Australia","Culex mimulus",-18.75,146.25,1954,1954
"24658","Australia","Culex mimulus",-17.75,146.25,1962,1962
"24659","Malaysia","Culex mimulus",3.25,101.25,1934,1934
"24660","Papua New Guinea","Culex mimulus",-7.25,146.75,1958,1958
"24661","Papua New Guinea","Culex mimulus",-5.25,142.75,1957,1957
"24662","Thailand","Culex mimulus",14.25,101.75,1965,1965
"24689","Thailand","Culex minor",17.75,102.75,1980,1980
"24712","Indonesia","Culex miraculosus",-3.75,136.25,1958,1958
"24713","Papua New Guinea","Culex miraculosus",-5.75,143.75,1945,1945
"24716","Papua New Guinea","Culex miraculosus",-5.75,143.25,1956,1956
"24717","Papua New Guinea","Culex miraculosus",-5.75,142.75,1956,1956
"24722","Thailand","Culex nigropunctatus",8.25,98.75,1968,1968
"24726","Thailand","Culex nigropunctatus",12.75,99.25,1981,1981
"24738","China","Culex pallidothorax",27.75,120.75,1916,1916
"24747","Thailand","Culex pallidothorax",18.75,98.75,1985,1985
"24748","Papua New Guinea","Culex papuensis",-7.75,144.75,1978,1978
"24749","Papua New Guinea","Culex papuensis",-5.75,141.25,1971,1971
"24757","Indonesia","Culex pseudovishnui",-4.25,138.75,1958,1958
"24760","Thailand","Culex pseudovishnui",18.75,98.25,1966,1966
"24824","Thailand","Culex pseudovishnui",18.75,99.75,1973,1973
"24825","Thailand","Culex pseudovishnui",19.25,98.75,1978,1978
"24832","Thailand","Culex pseudovishnui",13.25,101.25,1979,1979
"24833","Thailand","Culex pseudovishnui",12.75,101.25,1979,1979
"24836","Brazil","Culex quinquefasciatus",-16.25,-40.75,1971,1971
"24837","Brazil","Culex quinquefasciatus",-16.25,-40.75,1972,1972
"24838","Ecuador","Culex quinquefasciatus",-0.25,-76.75,1965,1965
"24839","Guyana","Culex quinquefasciatus",6.75,-58.25,1945,1945
"24840","Nicaragua","Culex quinquefasciatus",12.25,-83.75,1964,1964
"24842","Trinidad and Tobago","Culex quinquefasciatus",10.75,-61.25,1941,1941
"24843","Australia","Culex quinquefasciatus",-19.75,147.25,1951,1951
"24845","Australia","Culex quinquefasciatus",-29.25,150.75,1974,1974
"24847","Australia","Culex quinquefasciatus",-27.75,153.25,1974,1974
"24849","Australia","Culex quinquefasciatus",-27.75,153.25,1953,1953
"24852","Australia","Culex quinquefasciatus",-23.25,151.75,1952,1952
"24853","Australia","Culex quinquefasciatus",-15.75,128.75,1973,1973
"24854","Australia","Culex quinquefasciatus",-26.25,143.25,1967,1967
"24855","Australia","Culex quinquefasciatus",-28.75,145.25,1966,1966
"24856","Australia","Culex quinquefasciatus",-23.75,145.25,1955,1955
"24857","Australia","Culex quinquefasciatus",-16.75,145.75,1965,1965
"24858","Australia","Culex quinquefasciatus",-20.25,148.75,1958,1958
"24859","Australia","Culex quinquefasciatus",-12.25,130.75,1949,1949
"24860","Australia","Culex quinquefasciatus",-24.75,113.75,1973,1973
"24861","Australia","Culex quinquefasciatus",-17.75,145.75,1953,1953
"24862","Australia","Culex quinquefasciatus",-27.75,153.25,1951,1951
"24864","Australia","Culex quinquefasciatus",-26.75,148.75,1968,1968
"24865","Australia","Culex quinquefasciatus",-33.75,151.25,1927,1927
"24867","Australia","Culex quinquefasciatus",-23.75,148.25,1981,1981
"24870","Australia","Culex quinquefasciatus",-27.25,153.25,1985,1985
"24874","Australia","Culex quinquefasciatus",-23.75,133.75,1974,1974
"24875","Australia","Culex quinquefasciatus",-14.75,134.75,1963,1963
"24876","Australia","Culex quinquefasciatus",-20.75,139.25,1946,1946
"24877","Australia","Culex quinquefasciatus",-21.25,139.75,1946,1946
"24878","Australia","Culex quinquefasciatus",-31.75,141.25,1944,1944
"24879","Australia","Culex quinquefasciatus",-24.25,144.25,1946,1946
"24880","Australia","Culex quinquefasciatus",-22.25,144.25,1954,1954
"24881","Australia","Culex quinquefasciatus",-17.25,144.75,1947,1947
"24882","Australia","Culex quinquefasciatus",-15.25,145.25,1945,1945
"24883","Australia","Culex quinquefasciatus",-16.75,145.25,1946,1946
"24884","Australia","Culex quinquefasciatus",-28.25,145.75,1946,1946
"24888","Australia","Culex quinquefasciatus",-24.75,146.25,1946,1946
"24889","Australia","Culex quinquefasciatus",-26.25,146.25,1946,1946
"24890","Australia","Culex quinquefasciatus",-18.75,146.75,1944,1944
"24891","Australia","Culex quinquefasciatus",-21.25,147.25,1954,1954
"24892","Australia","Culex quinquefasciatus",-26.25,147.25,1946,1946
"24894","Australia","Culex quinquefasciatus",-32.25,147.75,1950,1950
"24895","Australia","Culex quinquefasciatus",-20.25,148.75,1952,1952
"24896","Australia","Culex quinquefasciatus",-31.25,149.25,1960,1960
"24897","Australia","Culex quinquefasciatus",-35.75,149.75,1940,1940
"24898","Australia","Culex quinquefasciatus",-34.25,151.25,1949,1949
"24899","Australia","Culex quinquefasciatus",-25.25,151.25,1926,1926
"24900","Australia","Culex quinquefasciatus",-32.75,151.25,1943,1943
"24901","Australia","Culex quinquefasciatus",-33.75,151.25,1948,1948
"24902","Australia","Culex quinquefasciatus",-27.25,151.25,1946,1946
"24903","Australia","Culex quinquefasciatus",-23.75,151.25,1973,1973
"24904","Australia","Culex quinquefasciatus",-33.75,151.25,1936,1936
"24905","Australia","Culex quinquefasciatus",-26.75,151.75,1959,1959
"24906","Australia","Culex quinquefasciatus",-28.25,152.25,1953,1953
"24907","Australia","Culex quinquefasciatus",-29.75,152.75,1954,1954
"24911","Australia","Culex quinquefasciatus",-27.25,153.25,1922,1922
"24914","Australia","Culex quinquefasciatus",-28.75,153.25,1952,1952
"24915","Australia","Culex quinquefasciatus",-28.75,153.25,1954,1954
"24916","Australia","Culex quinquefasciatus",-31.75,159.25,1984,1984
"24917","Australia","Culex quinquefasciatus",-28.75,167.75,1931,1931
"24918","Australia","Culex quinquefasciatus",-29.25,167.75,1976,1976
"24919","Australia","Culex quinquefasciatus",-29.25,167.75,1931,1931
"24920","Australia","Culex quinquefasciatus",-12.25,130.75,1952,1952
"24921","Australia","Culex quinquefasciatus",-12.25,130.75,1990,1990
"24922","Australia","Culex quinquefasciatus",-18.25,127.75,1967,1967
"24923","Australia","Culex quinquefasciatus",-36.25,144.75,1979,1979
"24924","Cook Islands","Culex quinquefasciatus",-18.75,-159.75,1953,1953
"24925","Fiji","Culex quinquefasciatus",-18.25,178.25,1939,1939
"24926","French Polynesia","Culex quinquefasciatus",-17.75,-149.25,1932,1932
"24927","French Polynesia","Culex quinquefasciatus",-17.75,-149.25,1968,1968
"24928","Indonesia","Culex quinquefasciatus",1.25,102.25,1940,1940
"24929","Indonesia","Culex quinquefasciatus",-8.25,140.25,1940,1940
"24931","Nepal","Culex quinquefasciatus",27.25,85.25,1955,1955
"24932","Nepal","Culex quinquefasciatus",27.75,85.25,1954,1954
"24933","New Caledonia","Culex quinquefasciatus",-21.25,165.75,1955,1955
"24935","Papua New Guinea","Culex quinquefasciatus",-5.75,154.75,1960,1960
"24936","Papua New Guinea","Culex quinquefasciatus",-9.75,147.25,1959,1959
"24939","Papua New Guinea","Culex quinquefasciatus",-6.25,142.75,1956,1956
"24941","Papua New Guinea","Culex quinquefasciatus",-5.75,144.75,1960,1960
"24943","South Africa","Culex quinquefasciatus",-33.25,26.75,1934,1934
"24945","Vanuatu","Culex quinquefasciatus",-16.75,168.25,1952,1952
"24950","Belize","Culex quinquefasciatus",16.75,-88.75,1992,1992
"24952","Antigua and Barbuda","Culex quinquefasciatus",17.25,-61.75,1959,1959
"24961","Argentina","Culex quinquefasciatus",-22.25,-63.75,1965,1965
"24962","Argentina","Culex quinquefasciatus",-34.75,-58.75,1966,1966
"24978","Barbados","Culex quinquefasciatus",13.25,-59.25,1966,1966
"24984","Chile","Culex quinquefasciatus",-33.25,-70.75,1964,1964
"24985","Colombia","Culex quinquefasciatus",3.25,-76.75,1965,1965
"24986","Colombia","Culex quinquefasciatus",7.25,-73.25,1965,1965
"24988","Colombia","Culex quinquefasciatus",8.75,-75.75,1965,1965
"24990","Colombia","Culex quinquefasciatus",5.25,-74.75,1967,1967
"24991","Costa Rica","Culex quinquefasciatus",9.75,-84.25,1938,1938
"24992","Costa Rica","Culex quinquefasciatus",9.75,-83.75,1938,1938
"24994","Costa Rica","Culex quinquefasciatus",9.75,-84.75,1962,1962
"24996","Costa Rica","Culex quinquefasciatus",8.75,-82.75,1963,1963
"24997","Costa Rica","Culex quinquefasciatus",9.75,-84.25,1964,1964
"24998","Costa Rica","Culex quinquefasciatus",10.25,-84.25,1964,1964
"25002","Costa Rica","Culex quinquefasciatus",9.75,-83.25,1975,1975
"25003","Costa Rica","Culex quinquefasciatus",9.25,-83.25,1975,1975
"25011","Dominican Republic","Culex quinquefasciatus",18.75,-70.25,1968,1968
"25012","Dominican Republic","Culex quinquefasciatus",18.25,-69.25,1968,1968
"25013","Dominican Republic","Culex quinquefasciatus",19.25,-70.75,1968,1968
"25014","Dominican Republic","Culex quinquefasciatus",19.25,-69.75,1971,1971
"25016","Dominican Republic","Culex quinquefasciatus",19.75,-71.75,1971,1971
"25019","Ecuador","Culex quinquefasciatus",-1.75,-79.75,1965,1965
"25020","Ecuador","Culex quinquefasciatus",-2.25,-79.75,1968,1968
"25021","El Salvador","Culex quinquefasciatus",13.25,-88.25,1966,1966
"25022","French Guiana","Culex quinquefasciatus",3.75,-54.25,1968,1968
"25029","Guadeloupe","Culex quinquefasciatus",16.25,-61.75,1973,1973
"25031","Guatemala","Culex quinquefasciatus",14.75,-91.25,1964,1964
"25033","Guatemala","Culex quinquefasciatus",14.25,-91.75,1964,1964
"25035","Guyana","Culex quinquefasciatus",6.75,-57.75,1941,1941
"25036","Guyana","Culex quinquefasciatus",6.75,-58.25,1967,1967
"25038","Honduras","Culex quinquefasciatus",16.25,-86.25,1964,1964
"25040","Mexico","Culex quinquefasciatus",25.75,-100.25,1964,1964
"25042","Mexico","Culex quinquefasciatus",25.75,-103.75,1965,1965
"25043","Mexico","Culex quinquefasciatus",25.75,-100.25,1965,1965
"25044","Mexico","Culex quinquefasciatus",25.25,-100.25,1965,1965
"25045","Mexico","Culex quinquefasciatus",22.75,-98.75,1965,1965
"25046","Mexico","Culex quinquefasciatus",22.25,-97.75,1965,1965
"25049","Mexico","Culex quinquefasciatus",19.25,-99.25,1965,1965
"25051","Mexico","Culex quinquefasciatus",17.25,-96.75,1965,1965
"25052","Mexico","Culex quinquefasciatus",18.75,-103.25,1965,1965
"25053","Mexico","Culex quinquefasciatus",16.25,-95.25,1965,1965
"25054","Mexico","Culex quinquefasciatus",16.75,-95.25,1965,1965
"25073","Nicaragua","Culex quinquefasciatus",11.25,-85.75,1924,1924
"25082","Panama","Culex quinquefasciatus",7.75,-78.25,1963,1963
"25083","Panama","Culex quinquefasciatus",8.75,-79.75,1964,1964
"25087","Paraguay","Culex quinquefasciatus",-25.25,-57.75,1942,1942
"25088","Paraguay","Culex quinquefasciatus",-25.25,-57.25,1978,1978
"25089","Paraguay","Culex quinquefasciatus",-25.25,-57.75,1979,1979
"25090","Peru","Culex quinquefasciatus",-5.75,-78.75,1972,1972
"25091","Peru","Culex quinquefasciatus",-7.25,-79.25,1973,1973
"25092","Suriname","Culex quinquefasciatus",5.75,-55.25,1967,1967
"25096","Venezuela","Culex quinquefasciatus",10.25,-66.75,1969,1969
"25106","Virgin Islands, British","Culex quinquefasciatus",18.25,-64.75,1969,1969
"25107","COSTA RICA","Culex quinquefasciatus",10.25,-84.75,1999,1999
"25108","COSTA RICA","Culex quinquefasciatus",9.75,-83.25,1999,1999
"25109","COSTA RICA","Culex quinquefasciatus",9.25,-83.25,2000,2000
"25111","COSTA RICA","Culex quinquefasciatus",10.25,-83.75,2000,2000
"25112","COSTA RICA","Culex quinquefasciatus",8.75,-83.75,2001,2001
"25113","COSTA RICA","Culex quinquefasciatus",9.25,-83.75,2002,2002
"25122","Sri Lanka","Culex quinquefasciatus",6.75,80.75,1975,1975
"25144","Bolivia","Culex quinquefasciatus",-18.25,-58.25,1982,1982
"25146","Mexico","Culex quinquefasciatus",15.25,-93.25,2007,2007
"25148","United States","Culex quinquefasciatus",37.25,-120.75,1956,1956
"25149","United States","Culex quinquefasciatus",31.75,-110.25,1959,1959
"25150","United States","Culex quinquefasciatus",31.75,-110.25,1960,1960
"25151","United States","Culex quinquefasciatus",31.75,-110.25,1962,1962
"25152","United States","Culex quinquefasciatus",31.75,-110.25,1963,1963
"25153","United States","Culex quinquefasciatus",31.75,-110.25,1964,1964
"25155","United States","Culex quinquefasciatus",31.75,-110.25,1965,1965
"25156","United States","Culex quinquefasciatus",35.75,-120.75,1967,1967
"25157","United States","Culex quinquefasciatus",31.75,-110.25,1967,1967
"25158","United States","Culex quinquefasciatus",31.75,-110.25,1969,1969
"25159","United States","Culex quinquefasciatus",35.25,-111.75,1969,1969
"25160","United States","Culex quinquefasciatus",31.75,-110.25,1971,1971
"25161","United States","Culex quinquefasciatus",36.75,-121.75,1971,1971
"25162","United States","Culex quinquefasciatus",35.75,-121.25,1972,1972
"25163","United States","Culex quinquefasciatus",35.75,-121.25,1973,1973
"25164","United States","Culex quinquefasciatus",36.75,-121.75,1973,1973
"25165","United States","Culex quinquefasciatus",31.25,-109.75,1974,1974
"25166","United States","Culex quinquefasciatus",31.75,-110.25,1974,1974
"25167","United States","Culex quinquefasciatus",35.75,-121.25,1974,1974
"25168","United States","Culex quinquefasciatus",31.75,-106.25,1978,1978
"25169","United States","Culex quinquefasciatus",37.75,-121.25,1979,1979
"25170","United States","Culex quinquefasciatus",35.75,-121.25,1979,1979
"25171","United States","Culex quinquefasciatus",37.75,-121.25,1980,1980
"25172","United States","Culex quinquefasciatus",35.75,-121.25,1980,1980
"25173","United States","Culex quinquefasciatus",37.75,-122.25,1980,1980
"25174","United States","Culex quinquefasciatus",37.75,-122.25,1981,1981
"25175","United States","Culex quinquefasciatus",32.75,-106.75,1981,1981
